codigo;nome;periodo;carga;submercado
7;BARRA 7;66;66.29801307;1
8;BARRA 8;66;66.29801307;1
9;BARRA 9;66;66.29801307;1
10;BARRA 10;66;66.29801307;1
11;BARRA 11;66;0;1
12;BARRA 12;66;0;1
13;BARRA 13;66;66.29801307;1
14;BARRA 14;66;66.29801307;1
15;BARRA 15;66;66.29801307;1
16;BARRA 16;66;66.29801307;1
17;BARRA 17;66;0;1
18;BARRA 18;66;66.29801307;1
19;BARRA 19;66;66.29801307;1
20;BARRA 20;66;66.29801307;1
21;BARRA 21;66;0;1
22;BARRA 22;66;0;1
23;BARRA 23;66;0;1
24;BARRA 24;66;0;1
1;BARRA 1;67;67.30391582;1
2;BARRA 2;67;67.30391582;1
3;BARRA 3;67;67.30391582;1
4;BARRA 4;67;67.30391582;1
5;BARRA 5;67;67.30391582;1
6;BARRA 6;67;67.30391582;1
7;BARRA 7;67;67.30391582;1
8;BARRA 8;67;67.30391582;1
9;BARRA 9;67;67.30391582;1
10;BARRA 10;67;67.30391582;1
11;BARRA 11;67;0;1
12;BARRA 12;67;0;1
13;BARRA 13;67;67.30391582;1
14;BARRA 14;67;67.30391582;1
15;BARRA 15;67;67.30391582;1
16;BARRA 16;67;67.30391582;1
17;BARRA 17;67;0;1
18;BARRA 18;67;67.30391582;1
19;BARRA 19;67;67.30391582;1
20;BARRA 20;67;67.30391582;1
21;BARRA 21;67;0;1
22;BARRA 22;67;0;1
23;BARRA 23;67;0;1
24;BARRA 24;67;0;1
1;BARRA 1;68;68.16084666;1
2;BARRA 2;68;68.16084666;1
3;BARRA 3;68;68.16084666;1
4;BARRA 4;68;68.16084666;1
5;BARRA 5;68;68.16084666;1
6;BARRA 6;68;68.16084666;1
7;BARRA 7;68;68.16084666;1
8;BARRA 8;68;68.16084666;1
9;BARRA 9;68;68.16084666;1
10;BARRA 10;68;68.16084666;1
11;BARRA 11;68;0;1
12;BARRA 12;68;0;1
13;BARRA 13;68;68.16084666;1
14;BARRA 14;68;68.16084666;1
15;BARRA 15;68;68.16084666;1
16;BARRA 16;68;68.16084666;1
17;BARRA 17;68;0;1
18;BARRA 18;68;68.16084666;1
19;BARRA 19;68;68.16084666;1
20;BARRA 20;68;68.16084666;1
21;BARRA 21;68;0;1
22;BARRA 22;68;0;1
23;BARRA 23;68;0;1
24;BARRA 24;68;0;1
1;BARRA 1;69;67.31553286;1
2;BARRA 2;69;67.31553286;1
3;BARRA 3;69;67.31553286;1
4;BARRA 4;69;67.31553286;1
5;BARRA 5;69;67.31553286;1
6;BARRA 6;69;67.31553286;1
7;BARRA 7;69;67.31553286;1
8;BARRA 8;69;67.31553286;1
9;BARRA 9;69;67.31553286;1
10;BARRA 10;69;67.31553286;1
11;BARRA 11;69;0;1
12;BARRA 12;69;0;1
13;BARRA 13;69;67.31553286;1
14;BARRA 14;69;67.31553286;1
15;BARRA 15;69;67.31553286;1
16;BARRA 16;69;67.31553286;1
17;BARRA 17;69;0;1
18;BARRA 18;69;67.31553286;1
19;BARRA 19;69;67.31553286;1
20;BARRA 20;69;67.31553286;1
21;BARRA 21;69;0;1
22;BARRA 22;69;0;1
23;BARRA 23;69;0;1
24;BARRA 24;69;0;1
1;BARRA 1;70;66.22831059;1
2;BARRA 2;70;66.22831059;1
3;BARRA 3;70;66.22831059;1
4;BARRA 4;70;66.22831059;1
5;BARRA 5;70;66.22831059;1
6;BARRA 6;70;66.22831059;1
7;BARRA 7;70;66.22831059;1
8;BARRA 8;70;66.22831059;1
9;BARRA 9;70;66.22831059;1
10;BARRA 10;70;66.22831059;1
11;BARRA 11;70;0;1
12;BARRA 12;70;0;1
13;BARRA 13;70;66.22831059;1
14;BARRA 14;70;66.22831059;1
15;BARRA 15;70;66.22831059;1
16;BARRA 16;70;66.22831059;1
17;BARRA 17;70;0;1
18;BARRA 18;70;66.22831059;1
19;BARRA 19;70;66.22831059;1
20;BARRA 20;70;66.22831059;1
21;BARRA 21;70;0;1
22;BARRA 22;70;0;1
23;BARRA 23;70;0;1
24;BARRA 24;70;0;1
1;BARRA 1;71;63.88985999;1
2;BARRA 2;71;63.88985999;1
3;BARRA 3;71;63.88985999;1
4;BARRA 4;71;63.88985999;1
5;BARRA 5;71;63.88985999;1
6;BARRA 6;71;63.88985999;1
7;BARRA 7;71;63.88985999;1
8;BARRA 8;71;63.88985999;1
9;BARRA 9;71;63.88985999;1
10;BARRA 10;71;63.88985999;1
11;BARRA 11;71;0;1
12;BARRA 12;71;0;1
13;BARRA 13;71;63.88985999;1
14;BARRA 14;71;63.88985999;1
15;BARRA 15;71;63.88985999;1
16;BARRA 16;71;63.88985999;1
17;BARRA 17;71;0;1
18;BARRA 18;71;63.88985999;1
19;BARRA 19;71;63.88985999;1
20;BARRA 20;71;63.88985999;1
21;BARRA 21;71;0;1
22;BARRA 22;71;0;1
23;BARRA 23;71;0;1
24;BARRA 24;71;0;1
1;BARRA 1;72;60.09927385;1
2;BARRA 2;72;60.09927385;1
3;BARRA 3;72;60.09927385;1
4;BARRA 4;72;60.09927385;1
5;BARRA 5;72;60.09927385;1
6;BARRA 6;72;60.09927385;1
7;BARRA 7;72;60.09927385;1
8;BARRA 8;72;60.09927385;1
9;BARRA 9;72;60.09927385;1
10;BARRA 10;72;60.09927385;1
11;BARRA 11;72;0;1
12;BARRA 12;72;0;1
13;BARRA 13;72;60.09927385;1
14;BARRA 14;72;60.09927385;1
15;BARRA 15;72;60.09927385;1
16;BARRA 16;72;60.09927385;1
17;BARRA 17;72;0;1
18;BARRA 18;72;60.09927385;1
19;BARRA 19;72;60.09927385;1
20;BARRA 20;72;60.09927385;1
21;BARRA 21;72;0;1
22;BARRA 22;72;0;1
23;BARRA 23;72;0;1
24;BARRA 24;72;0;1
1;BARRA 1;73;60.21681149;1
2;BARRA 2;73;60.21681149;1
3;BARRA 3;73;60.21681149;1
4;BARRA 4;73;60.21681149;1
5;BARRA 5;73;60.21681149;1
6;BARRA 6;73;60.21681149;1
7;BARRA 7;73;60.21681149;1
8;BARRA 8;73;60.21681149;1
9;BARRA 9;73;60.21681149;1
10;BARRA 10;73;60.21681149;1
11;BARRA 11;73;0;1
12;BARRA 12;73;0;1
13;BARRA 13;73;60.21681149;1
14;BARRA 14;73;60.21681149;1
15;BARRA 15;73;60.21681149;1
16;BARRA 16;73;60.21681149;1
17;BARRA 17;73;0;1
18;BARRA 18;73;60.21681149;1
19;BARRA 19;73;60.21681149;1
20;BARRA 20;73;60.21681149;1
21;BARRA 21;73;0;1
22;BARRA 22;73;0;1
23;BARRA 23;73;0;1
24;BARRA 24;73;0;1
1;BARRA 1;74;57.29750671;1
2;BARRA 2;74;57.29750671;1
3;BARRA 3;74;57.29750671;1
4;BARRA 4;74;57.29750671;1
5;BARRA 5;74;57.29750671;1
6;BARRA 6;74;57.29750671;1
7;BARRA 7;74;57.29750671;1
8;BARRA 8;74;57.29750671;1
9;BARRA 9;74;57.29750671;1
10;BARRA 10;74;57.29750671;1
11;BARRA 11;74;0;1
12;BARRA 12;74;0;1
13;BARRA 13;74;57.29750671;1
14;BARRA 14;74;57.29750671;1
15;BARRA 15;74;57.29750671;1
16;BARRA 16;74;57.29750671;1
17;BARRA 17;74;0;1
18;BARRA 18;74;57.29750671;1
19;BARRA 19;74;57.29750671;1
20;BARRA 20;74;57.29750671;1
21;BARRA 21;74;0;1
22;BARRA 22;74;0;1
23;BARRA 23;74;0;1
24;BARRA 24;74;0;1
1;BARRA 1;75;55.25221659;1
2;BARRA 2;75;55.25221659;1
3;BARRA 3;75;55.25221659;1
4;BARRA 4;75;55.25221659;1
5;BARRA 5;75;55.25221659;1
6;BARRA 6;75;55.25221659;1
7;BARRA 7;75;55.25221659;1
8;BARRA 8;75;55.25221659;1
9;BARRA 9;75;55.25221659;1
10;BARRA 10;75;55.25221659;1
11;BARRA 11;75;0;1
12;BARRA 12;75;0;1
13;BARRA 13;75;55.25221659;1
14;BARRA 14;75;55.25221659;1
15;BARRA 15;75;55.25221659;1
16;BARRA 16;75;55.25221659;1
17;BARRA 17;75;0;1
18;BARRA 18;75;55.25221659;1
19;BARRA 19;75;55.25221659;1
20;BARRA 20;75;55.25221659;1
21;BARRA 21;75;0;1
22;BARRA 22;75;0;1
23;BARRA 23;75;0;1
24;BARRA 24;75;0;1
1;BARRA 1;76;54.19369526;1
2;BARRA 2;76;54.19369526;1
3;BARRA 3;76;54.19369526;1
4;BARRA 4;76;54.19369526;1
5;BARRA 5;76;54.19369526;1
6;BARRA 6;76;54.19369526;1
7;BARRA 7;76;54.19369526;1
8;BARRA 8;76;54.19369526;1
9;BARRA 9;76;54.19369526;1
10;BARRA 10;76;54.19369526;1
11;BARRA 11;76;0;1
12;BARRA 12;76;0;1
13;BARRA 13;76;54.19369526;1
14;BARRA 14;76;54.19369526;1
15;BARRA 15;76;54.19369526;1
16;BARRA 16;76;54.19369526;1
17;BARRA 17;76;0;1
18;BARRA 18;76;54.19369526;1
19;BARRA 19;76;54.19369526;1
20;BARRA 20;76;54.19369526;1
21;BARRA 21;76;0;1
22;BARRA 22;76;0;1
23;BARRA 23;76;0;1
24;BARRA 24;76;0;1
1;BARRA 1;77;54.08435803;1
2;BARRA 2;77;54.08435803;1
3;BARRA 3;77;54.08435803;1
4;BARRA 4;77;54.08435803;1
5;BARRA 5;77;54.08435803;1
6;BARRA 6;77;54.08435803;1
7;BARRA 7;77;54.08435803;1
8;BARRA 8;77;54.08435803;1
9;BARRA 9;77;54.08435803;1
10;BARRA 10;77;54.08435803;1
11;BARRA 11;77;0;1
12;BARRA 12;77;0;1
13;BARRA 13;77;54.08435803;1
14;BARRA 14;77;54.08435803;1
15;BARRA 15;77;54.08435803;1
16;BARRA 16;77;54.08435803;1
17;BARRA 17;77;0;1
18;BARRA 18;77;54.08435803;1
19;BARRA 19;77;54.08435803;1
20;BARRA 20;77;54.08435803;1
21;BARRA 21;77;0;1
22;BARRA 22;77;0;1
23;BARRA 23;77;0;1
24;BARRA 24;77;0;1
1;BARRA 1;78;55.06224314;1
2;BARRA 2;78;55.06224314;1
3;BARRA 3;78;55.06224314;1
4;BARRA 4;78;55.06224314;1
5;BARRA 5;78;55.06224314;1
6;BARRA 6;78;55.06224314;1
7;BARRA 7;78;55.06224314;1
8;BARRA 8;78;55.06224314;1
9;BARRA 9;78;55.06224314;1
10;BARRA 10;78;55.06224314;1
11;BARRA 11;78;0;1
12;BARRA 12;78;0;1
13;BARRA 13;78;55.06224314;1
14;BARRA 14;78;55.06224314;1
15;BARRA 15;78;55.06224314;1
16;BARRA 16;78;55.06224314;1
17;BARRA 17;78;0;1
18;BARRA 18;78;55.06224314;1
19;BARRA 19;78;55.06224314;1
20;BARRA 20;78;55.06224314;1
21;BARRA 21;78;0;1
22;BARRA 22;78;0;1
23;BARRA 23;78;0;1
24;BARRA 24;78;0;1
1;BARRA 1;79;57.19910316;1
2;BARRA 2;79;57.19910316;1
3;BARRA 3;79;57.19910316;1
4;BARRA 4;79;57.19910316;1
5;BARRA 5;79;57.19910316;1
6;BARRA 6;79;57.19910316;1
7;BARRA 7;79;57.19910316;1
8;BARRA 8;79;57.19910316;1
9;BARRA 9;79;57.19910316;1
10;BARRA 10;79;57.19910316;1
11;BARRA 11;79;0;1
12;BARRA 12;79;0;1
13;BARRA 13;79;57.19910316;1
14;BARRA 14;79;57.19910316;1
15;BARRA 15;79;57.19910316;1
16;BARRA 16;79;57.19910316;1
17;BARRA 17;79;0;1
18;BARRA 18;79;57.19910316;1
19;BARRA 19;79;57.19910316;1
20;BARRA 20;79;57.19910316;1
21;BARRA 21;79;0;1
22;BARRA 22;79;0;1
23;BARRA 23;79;0;1
24;BARRA 24;79;0;1
1;BARRA 1;80;60.57694108;1
2;BARRA 2;80;60.57694108;1
3;BARRA 3;80;60.57694108;1
4;BARRA 4;80;60.57694108;1
5;BARRA 5;80;60.57694108;1
6;BARRA 6;80;60.57694108;1
7;BARRA 7;80;60.57694108;1
8;BARRA 8;80;60.57694108;1
9;BARRA 9;80;60.57694108;1
10;BARRA 10;80;60.57694108;1
11;BARRA 11;80;0;1
12;BARRA 12;80;0;1
13;BARRA 13;80;60.57694108;1
14;BARRA 14;80;60.57694108;1
15;BARRA 15;80;60.57694108;1
16;BARRA 16;80;60.57694108;1
17;BARRA 17;80;0;1
18;BARRA 18;80;60.57694108;1
19;BARRA 19;80;60.57694108;1
20;BARRA 20;80;60.57694108;1
21;BARRA 21;80;0;1
22;BARRA 22;80;0;1
23;BARRA 23;80;0;1
24;BARRA 24;80;0;1
1;BARRA 1;81;65.17388939;1
2;BARRA 2;81;65.17388939;1
3;BARRA 3;81;65.17388939;1
4;BARRA 4;81;65.17388939;1
5;BARRA 5;81;65.17388939;1
6;BARRA 6;81;65.17388939;1
7;BARRA 7;81;65.17388939;1
8;BARRA 8;81;65.17388939;1
9;BARRA 9;81;65.17388939;1
10;BARRA 10;81;65.17388939;1
11;BARRA 11;81;0;1
12;BARRA 12;81;0;1
13;BARRA 13;81;65.17388939;1
14;BARRA 14;81;65.17388939;1
15;BARRA 15;81;65.17388939;1
16;BARRA 16;81;65.17388939;1
17;BARRA 17;81;0;1
18;BARRA 18;81;65.17388939;1
19;BARRA 19;81;65.17388939;1
20;BARRA 20;81;65.17388939;1
21;BARRA 21;81;0;1
22;BARRA 22;81;0;1
23;BARRA 23;81;0;1
24;BARRA 24;81;0;1
1;BARRA 1;82;67.75424874;1
2;BARRA 2;82;67.75424874;1
3;BARRA 3;82;67.75424874;1
4;BARRA 4;82;67.75424874;1
5;BARRA 5;82;67.75424874;1
6;BARRA 6;82;67.75424874;1
7;BARRA 7;82;67.75424874;1
8;BARRA 8;82;67.75424874;1
9;BARRA 9;82;67.75424874;1
10;BARRA 10;82;67.75424874;1
11;BARRA 11;82;0;1
12;BARRA 12;82;0;1
13;BARRA 13;82;67.75424874;1
14;BARRA 14;82;67.75424874;1
15;BARRA 15;82;67.75424874;1
16;BARRA 16;82;67.75424874;1
17;BARRA 17;82;0;1
18;BARRA 18;82;67.75424874;1
19;BARRA 19;82;67.75424874;1
20;BARRA 20;82;67.75424874;1
21;BARRA 21;82;0;1
22;BARRA 22;82;0;1
23;BARRA 23;82;0;1
24;BARRA 24;82;0;1
1;BARRA 1;83;70.12276702;1
2;BARRA 2;83;70.12276702;1
3;BARRA 3;83;70.12276702;1
4;BARRA 4;83;70.12276702;1
5;BARRA 5;83;70.12276702;1
6;BARRA 6;83;70.12276702;1
7;BARRA 7;83;70.12276702;1
8;BARRA 8;83;70.12276702;1
9;BARRA 9;83;70.12276702;1
10;BARRA 10;83;70.12276702;1
11;BARRA 11;83;0;1
12;BARRA 12;83;0;1
13;BARRA 13;83;70.12276702;1
14;BARRA 14;83;70.12276702;1
15;BARRA 15;83;70.12276702;1
16;BARRA 16;83;70.12276702;1
17;BARRA 17;83;0;1
18;BARRA 18;83;70.12276702;1
19;BARRA 19;83;70.12276702;1
20;BARRA 20;83;70.12276702;1
21;BARRA 21;83;0;1
22;BARRA 22;83;0;1
23;BARRA 23;83;0;1
24;BARRA 24;83;0;1
1;BARRA 1;84;71.47376551;1
2;BARRA 2;84;71.47376551;1
3;BARRA 3;84;71.47376551;1
4;BARRA 4;84;71.47376551;1
5;BARRA 5;84;71.47376551;1
6;BARRA 6;84;71.47376551;1
7;BARRA 7;84;71.47376551;1
8;BARRA 8;84;71.47376551;1
9;BARRA 9;84;71.47376551;1
10;BARRA 10;84;71.47376551;1
11;BARRA 11;84;0;1
12;BARRA 12;84;0;1
13;BARRA 13;84;71.47376551;1
14;BARRA 14;84;71.47376551;1
15;BARRA 15;84;71.47376551;1
16;BARRA 16;84;71.47376551;1
17;BARRA 17;84;0;1
18;BARRA 18;84;71.47376551;1
19;BARRA 19;84;71.47376551;1
20;BARRA 20;84;71.47376551;1
21;BARRA 21;84;0;1
22;BARRA 22;84;0;1
23;BARRA 23;84;0;1
24;BARRA 24;84;0;1
1;BARRA 1;85;71.3282103;1
2;BARRA 2;85;71.3282103;1
3;BARRA 3;85;71.3282103;1
4;BARRA 4;85;71.3282103;1
5;BARRA 5;85;71.3282103;1
6;BARRA 6;85;71.3282103;1
7;BARRA 7;85;71.3282103;1
8;BARRA 8;85;71.3282103;1
9;BARRA 9;85;71.3282103;1
10;BARRA 10;85;71.3282103;1
11;BARRA 11;85;0;1
12;BARRA 12;85;0;1
13;BARRA 13;85;71.3282103;1
14;BARRA 14;85;71.3282103;1
15;BARRA 15;85;71.3282103;1
16;BARRA 16;85;71.3282103;1
17;BARRA 17;85;0;1
18;BARRA 18;85;71.3282103;1
19;BARRA 19;85;71.3282103;1
20;BARRA 20;85;71.3282103;1
21;BARRA 21;85;0;1
22;BARRA 22;85;0;1
23;BARRA 23;85;0;1
24;BARRA 24;85;0;1
1;BARRA 1;86;73.57440763;1
2;BARRA 2;86;73.57440763;1
3;BARRA 3;86;73.57440763;1
4;BARRA 4;86;73.57440763;1
5;BARRA 5;86;73.57440763;1
6;BARRA 6;86;73.57440763;1
7;BARRA 7;86;73.57440763;1
8;BARRA 8;86;73.57440763;1
9;BARRA 9;86;73.57440763;1
10;BARRA 10;86;73.57440763;1
11;BARRA 11;86;0;1
12;BARRA 12;86;0;1
13;BARRA 13;86;73.57440763;1
14;BARRA 14;86;73.57440763;1
15;BARRA 15;86;73.57440763;1
16;BARRA 16;86;73.57440763;1
17;BARRA 17;86;0;1
18;BARRA 18;86;73.57440763;1
19;BARRA 19;86;73.57440763;1
20;BARRA 20;86;73.57440763;1
21;BARRA 21;86;0;1
22;BARRA 22;86;0;1
23;BARRA 23;86;0;1
24;BARRA 24;86;0;1
1;BARRA 1;87;75.53769476;1
2;BARRA 2;87;75.53769476;1
3;BARRA 3;87;75.53769476;1
4;BARRA 4;87;75.53769476;1
5;BARRA 5;87;75.53769476;1
6;BARRA 6;87;75.53769476;1
7;BARRA 7;87;75.53769476;1
8;BARRA 8;87;75.53769476;1
9;BARRA 9;87;75.53769476;1
10;BARRA 10;87;75.53769476;1
11;BARRA 11;87;0;1
12;BARRA 12;87;0;1
13;BARRA 13;87;75.53769476;1
14;BARRA 14;87;75.53769476;1
15;BARRA 15;87;75.53769476;1
16;BARRA 16;87;75.53769476;1
17;BARRA 17;87;0;1
18;BARRA 18;87;75.53769476;1
19;BARRA 19;87;75.53769476;1
20;BARRA 20;87;75.53769476;1
21;BARRA 21;87;0;1
22;BARRA 22;87;0;1
23;BARRA 23;87;0;1
24;BARRA 24;87;0;1
1;BARRA 1;88;75.83837223;1
2;BARRA 2;88;75.83837223;1
3;BARRA 3;88;75.83837223;1
4;BARRA 4;88;75.83837223;1
5;BARRA 5;88;75.83837223;1
6;BARRA 6;88;75.83837223;1
7;BARRA 7;88;75.83837223;1
8;BARRA 8;88;75.83837223;1
9;BARRA 9;88;75.83837223;1
10;BARRA 10;88;75.83837223;1
11;BARRA 11;88;0;1
12;BARRA 12;88;0;1
13;BARRA 13;88;75.83837223;1
14;BARRA 14;88;75.83837223;1
15;BARRA 15;88;75.83837223;1
16;BARRA 16;88;75.83837223;1
17;BARRA 17;88;0;1
18;BARRA 18;88;75.83837223;1
19;BARRA 19;88;75.83837223;1
20;BARRA 20;88;75.83837223;1
21;BARRA 21;88;0;1
22;BARRA 22;88;0;1
23;BARRA 23;88;0;1
24;BARRA 24;88;0;1
1;BARRA 1;89;75.47209239;1
2;BARRA 2;89;75.47209239;1
3;BARRA 3;89;75.47209239;1
4;BARRA 4;89;75.47209239;1
5;BARRA 5;89;75.47209239;1
6;BARRA 6;89;75.47209239;1
7;BARRA 7;89;75.47209239;1
8;BARRA 8;89;75.47209239;1
9;BARRA 9;89;75.47209239;1
10;BARRA 10;89;75.47209239;1
11;BARRA 11;89;0;1
12;BARRA 12;89;0;1
13;BARRA 13;89;75.47209239;1
14;BARRA 14;89;75.47209239;1
15;BARRA 15;89;75.47209239;1
16;BARRA 16;89;75.47209239;1
17;BARRA 17;89;0;1
18;BARRA 18;89;75.47209239;1
19;BARRA 19;89;75.47209239;1
20;BARRA 20;89;75.47209239;1
21;BARRA 21;89;0;1
22;BARRA 22;89;0;1
23;BARRA 23;89;0;1
24;BARRA 24;89;0;1
1;BARRA 1;90;71.16898789;1
2;BARRA 2;90;71.16898789;1
3;BARRA 3;90;71.16898789;1
4;BARRA 4;90;71.16898789;1
5;BARRA 5;90;71.16898789;1
6;BARRA 6;90;71.16898789;1
7;BARRA 7;90;71.16898789;1
8;BARRA 8;90;71.16898789;1
9;BARRA 9;90;71.16898789;1
10;BARRA 10;90;71.16898789;1
11;BARRA 11;90;0;1
12;BARRA 12;90;0;1
13;BARRA 13;90;71.16898789;1
14;BARRA 14;90;71.16898789;1
15;BARRA 15;90;71.16898789;1
16;BARRA 16;90;71.16898789;1
17;BARRA 17;90;0;1
18;BARRA 18;90;71.16898789;1
19;BARRA 19;90;71.16898789;1
20;BARRA 20;90;71.16898789;1
21;BARRA 21;90;0;1
22;BARRA 22;90;0;1
23;BARRA 23;90;0;1
24;BARRA 24;90;0;1
1;BARRA 1;91;71.63913804;1
2;BARRA 2;91;71.63913804;1
3;BARRA 3;91;71.63913804;1
4;BARRA 4;91;71.63913804;1
5;BARRA 5;91;71.63913804;1
6;BARRA 6;91;71.63913804;1
7;BARRA 7;91;71.63913804;1
8;BARRA 8;91;71.63913804;1
9;BARRA 9;91;71.63913804;1
10;BARRA 10;91;71.63913804;1
11;BARRA 11;91;0;1
12;BARRA 12;91;0;1
13;BARRA 13;91;71.63913804;1
14;BARRA 14;91;71.63913804;1
15;BARRA 15;91;71.63913804;1
16;BARRA 16;91;71.63913804;1
17;BARRA 17;91;0;1
18;BARRA 18;91;71.63913804;1
19;BARRA 19;91;71.63913804;1
20;BARRA 20;91;71.63913804;1
21;BARRA 21;91;0;1
22;BARRA 22;91;0;1
23;BARRA 23;91;0;1
24;BARRA 24;91;0;1
1;BARRA 1;92;71.96509982;1
2;BARRA 2;92;71.96509982;1
3;BARRA 3;92;71.96509982;1
4;BARRA 4;92;71.96509982;1
5;BARRA 5;92;71.96509982;1
6;BARRA 6;92;71.96509982;1
7;BARRA 7;92;71.96509982;1
8;BARRA 8;92;71.96509982;1
9;BARRA 9;92;71.96509982;1
10;BARRA 10;92;71.96509982;1
11;BARRA 11;92;0;1
12;BARRA 12;92;0;1
13;BARRA 13;92;71.96509982;1
14;BARRA 14;92;71.96509982;1
15;BARRA 15;92;71.96509982;1
16;BARRA 16;92;71.96509982;1
17;BARRA 17;92;0;1
18;BARRA 18;92;71.96509982;1
19;BARRA 19;92;71.96509982;1
20;BARRA 20;92;71.96509982;1
21;BARRA 21;92;0;1
22;BARRA 22;92;0;1
23;BARRA 23;92;0;1
24;BARRA 24;92;0;1
1;BARRA 1;93;71.63367124;1
2;BARRA 2;93;71.63367124;1
3;BARRA 3;93;71.63367124;1
4;BARRA 4;93;71.63367124;1
5;BARRA 5;93;71.63367124;1
6;BARRA 6;93;71.63367124;1
7;BARRA 7;93;71.63367124;1
8;BARRA 8;93;71.63367124;1
9;BARRA 9;93;71.63367124;1
10;BARRA 10;93;71.63367124;1
11;BARRA 11;93;0;1
12;BARRA 12;93;0;1
13;BARRA 13;93;71.63367124;1
14;BARRA 14;93;71.63367124;1
15;BARRA 15;93;71.63367124;1
16;BARRA 16;93;71.63367124;1
17;BARRA 17;93;0;1
18;BARRA 18;93;71.63367124;1
19;BARRA 19;93;71.63367124;1
20;BARRA 20;93;71.63367124;1
21;BARRA 21;93;0;1
22;BARRA 22;93;0;1
23;BARRA 23;93;0;1
24;BARRA 24;93;0;1
1;BARRA 1;94;71.4532647;1
2;BARRA 2;94;71.4532647;1
3;BARRA 3;94;71.4532647;1
4;BARRA 4;94;71.4532647;1
5;BARRA 5;94;71.4532647;1
6;BARRA 6;94;71.4532647;1
7;BARRA 7;94;71.4532647;1
8;BARRA 8;94;71.4532647;1
9;BARRA 9;94;71.4532647;1
10;BARRA 10;94;71.4532647;1
11;BARRA 11;94;0;1
12;BARRA 12;94;0;1
13;BARRA 13;94;71.4532647;1
14;BARRA 14;94;71.4532647;1
15;BARRA 15;94;71.4532647;1
16;BARRA 16;94;71.4532647;1
17;BARRA 17;94;0;1
18;BARRA 18;94;71.4532647;1
19;BARRA 19;94;71.4532647;1
20;BARRA 20;94;71.4532647;1
21;BARRA 21;94;0;1
22;BARRA 22;94;0;1
23;BARRA 23;94;0;1
24;BARRA 24;94;0;1
1;BARRA 1;95;69.22415141;1
2;BARRA 2;95;69.22415141;1
3;BARRA 3;95;69.22415141;1
4;BARRA 4;95;69.22415141;1
5;BARRA 5;95;69.22415141;1
6;BARRA 6;95;69.22415141;1
7;BARRA 7;95;69.22415141;1
8;BARRA 8;95;69.22415141;1
9;BARRA 9;95;69.22415141;1
10;BARRA 10;95;69.22415141;1
11;BARRA 11;95;0;1
12;BARRA 12;95;0;1
13;BARRA 13;95;69.22415141;1
14;BARRA 14;95;69.22415141;1
15;BARRA 15;95;69.22415141;1
16;BARRA 16;95;69.22415141;1
17;BARRA 17;95;0;1
18;BARRA 18;95;69.22415141;1
19;BARRA 19;95;69.22415141;1
20;BARRA 20;95;69.22415141;1
21;BARRA 21;95;0;1
22;BARRA 22;95;0;1
23;BARRA 23;95;0;1
24;BARRA 24;95;0;1
1;BARRA 1;96;65.73970976;1
2;BARRA 2;96;65.73970976;1
3;BARRA 3;96;65.73970976;1
4;BARRA 4;96;65.73970976;1
5;BARRA 5;96;65.73970976;1
6;BARRA 6;96;65.73970976;1
7;BARRA 7;96;65.73970976;1
8;BARRA 8;96;65.73970976;1
9;BARRA 9;96;65.73970976;1
10;BARRA 10;96;65.73970976;1
11;BARRA 11;96;0;1
12;BARRA 12;96;0;1
13;BARRA 13;96;65.73970976;1
14;BARRA 14;96;65.73970976;1
15;BARRA 15;96;65.73970976;1
16;BARRA 16;96;65.73970976;1
17;BARRA 17;96;0;1
18;BARRA 18;96;65.73970976;1
19;BARRA 19;96;65.73970976;1
20;BARRA 20;96;65.73970976;1
21;BARRA 21;96;0;1
22;BARRA 22;96;0;1
23;BARRA 23;96;0;1
24;BARRA 24;96;0;1
1;BARRA 1;97;61.12021059;1
2;BARRA 2;97;61.12021059;1
3;BARRA 3;97;61.12021059;1
4;BARRA 4;97;61.12021059;1
5;BARRA 5;97;61.12021059;1
6;BARRA 6;97;61.12021059;1
7;BARRA 7;97;61.12021059;1
8;BARRA 8;97;61.12021059;1
9;BARRA 9;97;61.12021059;1
10;BARRA 10;97;61.12021059;1
11;BARRA 11;97;0;1
12;BARRA 12;97;0;1
13;BARRA 13;97;61.12021059;1
14;BARRA 14;97;61.12021059;1
15;BARRA 15;97;61.12021059;1
16;BARRA 16;97;61.12021059;1
17;BARRA 17;97;0;1
18;BARRA 18;97;61.12021059;1
19;BARRA 19;97;61.12021059;1
20;BARRA 20;97;61.12021059;1
21;BARRA 21;97;0;1
22;BARRA 22;97;0;1
23;BARRA 23;97;0;1
24;BARRA 24;97;0;1
1;BARRA 1;98;58.15307073;1
2;BARRA 2;98;58.15307073;1
3;BARRA 3;98;58.15307073;1
4;BARRA 4;98;58.15307073;1
5;BARRA 5;98;58.15307073;1
6;BARRA 6;98;58.15307073;1
7;BARRA 7;98;58.15307073;1
8;BARRA 8;98;58.15307073;1
9;BARRA 9;98;58.15307073;1
10;BARRA 10;98;58.15307073;1
11;BARRA 11;98;0;1
12;BARRA 12;98;0;1
13;BARRA 13;98;58.15307073;1
14;BARRA 14;98;58.15307073;1
15;BARRA 15;98;58.15307073;1
16;BARRA 16;98;58.15307073;1
17;BARRA 17;98;0;1
18;BARRA 18;98;58.15307073;1
19;BARRA 19;98;58.15307073;1
20;BARRA 20;98;58.15307073;1
21;BARRA 21;98;0;1
22;BARRA 22;98;0;1
